indice,dato,tipo_dato,descripcion,quintil,anyo,valor,secreto
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2023,378.13,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2022,390.75,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2021,372.78,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2020,333.98,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2019,352.32,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2018,354.16,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2017,353.56,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2016,332.87,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2015,294.83,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2014,287.55,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2013,291.82,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2012,304.99,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2011,316.06,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2010,311.54,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2009,329.31,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2008,339.12,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2007,315.36,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 1,2006,286.32,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2023,665.75,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2022,662.13,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2021,632.73,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2020,576.6,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2019,627.27,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2018,610.57,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2017,604.37,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2016,594.75,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2015,526.19,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2014,516.28,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2013,508.81,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2012,526.27,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2011,548.76,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2010,534.83,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2009,545.7,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2008,567.24,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2007,535.33,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 2,2006,490.51,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2023,897.67,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2022,877.84,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2021,823.57,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2020,771.33,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2019,835.96,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2018,854.07,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2017,808.17,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2016,793.94,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2015,722.35,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2014,704.73,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2013,697.18,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2012,725.85,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2011,737.11,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2010,739.09,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2009,746.4,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2008,744.13,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2007,733.95,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 3,2006,688.84,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2023,1231.88,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2022,1187.69,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2021,1089.67,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2020,1012.91,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2019,1101.65,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2018,1093.05,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2017,1091.46,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2016,1069.44,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2015,959.43,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2014,951.63,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2013,940.55,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2012,969.92,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2011,956.07,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2010,964.72,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2009,1006.8,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2008,1018.26,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2007,975.74,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 4,2006,939.74,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2023,1907.74,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2022,1846.94,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2021,1729.39,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2020,1748.51,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2019,1866.84,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2018,1870.4,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2017,1824.07,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2016,1792.74,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2015,1710.97,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2014,1766.69,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2013,1702.99,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2012,1773.19,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2011,1752.73,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2010,1765.82,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2009,1901.73,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2008,1879.11,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2007,1943.51,False
Total Nacional, Otros bienes y servicios, Dato base, Gasto medio por persona, Quintil 5,2006,1961.9,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2023,7.39,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2022,7.49,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2021,7.58,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2020,7.81,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2019,7.57,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2018,7.69,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2017,7.75,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2016,7.85,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2015,7.39,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2014,7.53,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2013,7.43,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2012,7.52,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2011,7.41,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2010,7.44,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2009,7.7,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2008,7.5,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2007,7.59,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Total,2006,7.77,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2023,6.95,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2022,7.13,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2021,7.42,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2020,7.21,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2019,6.94,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2018,6.96,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2017,7.1,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2016,6.88,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2015,6.44,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2014,6.4,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2013,6.39,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2012,6.41,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2011,6.46,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2010,6.36,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2009,6.62,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2008,6.42,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2007,6.22,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 1,2006,6.21,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2023,7.39,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2022,7.4,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2021,7.69,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2020,7.65,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2019,7.52,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2018,7.41,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2017,7.47,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2016,7.58,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2015,6.92,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2014,7.0,False
Total Nacional, Otros bienes y servicios, Dato base, Distribución (porcentajes verticales), Quintil 2,2013,6.93,False
